Employee_ID,Job_Role,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Access_to_Mental_Health_Resources,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality
EMP2892,Designer,35,1,3,High,No,Neutral,4,None,Average
EMP2893,Software Engineer,41,13,5,Medium,Yes,Unsatisfied,3,Daily,Poor
EMP2894,Project Manager,31,8,3,Medium,No,Unsatisfied,5,None,Poor
EMP2895,HR,22,2,1,Medium,No,Satisfied,5,Weekly,Poor
EMP2896,Marketing,24,13,3,Medium,No,Satisfied,2,None,Good
EMP2897,Data Scientist,24,12,4,Low,No,Satisfied,2,Weekly,Average
EMP2898,Data Scientist,49,13,5,Low,Yes,Neutral,4,None,Good
EMP2899,Project Manager,52,3,1,Low,No,Neutral,2,Daily,Poor
EMP2900,Project Manager,55,15,4,Low,No,Unsatisfied,2,None,Poor
EMP2901,HR,22,9,3,High,No,Unsatisfied,5,None,Good
EMP2902,Data Scientist,35,7,3,Medium,Yes,Unsatisfied,1,Daily,Good
EMP2903,Sales,52,12,1,Medium,Yes,Neutral,2,Weekly,Good
EMP2904,Software Engineer,45,15,2,High,Yes,Satisfied,5,None,Good
EMP2905,Data Scientist,30,3,3,Low,No,Satisfied,3,Weekly,Poor
EMP2906,HR,56,5,4,High,No,Unsatisfied,3,Weekly,Poor
EMP2907,Data Scientist,21,2,1,High,Yes,Unsatisfied,1,None,Poor
EMP2908,Project Manager,56,0,1,High,Yes,Neutral,1,None,Average
EMP2909,Marketing,26,1,4,Medium,No,Satisfied,3,Daily,Average
EMP2910,Data Scientist,25,9,2,Low,Yes,Unsatisfied,5,Daily,Average
EMP2911,Project Manager,27,15,4,Medium,No,Neutral,4,None,Average
EMP2912,Software Engineer,60,11,4,Medium,Yes,Neutral,4,None,Good
EMP2913,Project Manager,21,3,5,Low,Yes,Satisfied,4,Daily,Good
EMP2914,Designer,25,10,1,Medium,Yes,Satisfied,2,Daily,Poor
EMP2915,Data Scientist,52,1,3,Low,Yes,Neutral,5,None,Good
EMP2916,Project Manager,41,8,3,Medium,Yes,Neutral,1,None,Average
EMP2917,HR,21,1,1,High,No,Neutral,4,Weekly,Poor
EMP2918,Project Manager,56,2,4,Low,No,Unsatisfied,5,None,Poor
EMP2919,Data Scientist,38,6,1,Low,Yes,Unsatisfied,3,Weekly,Poor
EMP2920,Designer,43,9,1,Low,Yes,Satisfied,5,Weekly,Good
EMP2921,Designer,20,12,1,High,No,Unsatisfied,5,None,Poor
EMP2922,HR,52,7,4,Medium,No,Neutral,3,None,Average
EMP2923,Software Engineer,21,4,2,Medium,No,Unsatisfied,5,Weekly,Good
EMP2924,Sales,56,15,4,Medium,No,Satisfied,3,Weekly,Poor
EMP2925,Software Engineer,38,5,3,Medium,No,Neutral,4,Weekly,Poor
EMP2926,Data Scientist,39,15,3,High,Yes,Unsatisfied,1,None,Poor
EMP2927,Marketing,47,5,2,Medium,Yes,Neutral,2,None,Average
EMP2928,Project Manager,53,8,2,Low,No,Unsatisfied,2,Weekly,Average
EMP2929,Data Scientist,58,7,3,Medium,Yes,Unsatisfied,4,Weekly,Average
EMP2930,Designer,55,15,5,Medium,No,Satisfied,3,None,Good
EMP2931,Designer,54,13,3,High,Yes,Satisfied,3,Weekly,Good
EMP2932,Software Engineer,60,13,2,Medium,No,Neutral,5,Weekly,Good
EMP2933,Data Scientist,34,13,2,Medium,No,Neutral,1,Weekly,Poor
EMP2934,HR,50,14,4,Low,No,Neutral,3,Weekly,Average
EMP2935,HR,60,15,5,Medium,No,Satisfied,1,Daily,Average
EMP2936,Project Manager,20,11,1,Medium,No,Satisfied,3,None,Average
EMP2937,Marketing,60,15,3,Low,No,Unsatisfied,1,Daily,Poor
EMP2938,HR,38,10,3,High,No,Satisfied,1,Weekly,Good
EMP2939,Data Scientist,53,5,5,High,Yes,Satisfied,5,None,Poor
EMP2940,Sales,58,10,4,Medium,Yes,Satisfied,2,Weekly,Poor
EMP2941,Project Manager,49,13,5,Medium,Yes,Neutral,1,Daily,Average
EMP2942,Data Scientist,30,2,5,Low,Yes,Satisfied,5,None,Average
EMP2943,Designer,42,5,4,High,No,Unsatisfied,3,Daily,Good
EMP2944,Data Scientist,34,5,2,Medium,No,Satisfied,3,None,Good
EMP2945,Project Manager,41,11,3,Medium,Yes,Satisfied,2,Daily,Good
EMP2946,Data Scientist,22,12,4,Medium,No,Unsatisfied,2,None,Average
EMP2947,Sales,24,12,2,Medium,No,Neutral,5,None,Average
EMP2948,Project Manager,57,9,2,Low,Yes,Unsatisfied,3,Weekly,Poor
EMP2949,Designer,29,15,4,Medium,No,Unsatisfied,1,None,Average
EMP2950,Marketing,41,11,1,High,No,Unsatisfied,2,None,Good
EMP2951,Designer,27,13,5,High,No,Unsatisfied,2,Daily,Average
EMP2952,Software Engineer,47,7,4,Medium,Yes,Unsatisfied,1,Weekly,Average
EMP2953,Marketing,41,7,2,High,Yes,Unsatisfied,5,Daily,Good
EMP2954,Project Manager,33,11,3,Low,Yes,Neutral,2,None,Poor
EMP2955,Marketing,35,6,5,High,Yes,Unsatisfied,4,None,Average
EMP2956,Marketing,60,11,5,High,No,Unsatisfied,2,Weekly,Good
EMP2957,HR,56,6,5,High,No,Unsatisfied,4,None,Average
EMP2958,Project Manager,28,13,4,Medium,No,Unsatisfied,3,Weekly,Average
EMP2959,Data Scientist,22,14,4,Low,No,Neutral,3,Weekly,Poor
EMP2960,Designer,24,0,2,Medium,Yes,Satisfied,3,Daily,Good
EMP2961,HR,22,14,4,Low,No,Satisfied,4,Weekly,Poor
EMP2962,Project Manager,37,12,5,Medium,No,Neutral,2,Weekly,Average
EMP2963,Marketing,32,4,5,Medium,No,Satisfied,2,Weekly,Poor
EMP2964,Software Engineer,51,14,2,High,Yes,Satisfied,3,Weekly,Good
EMP2965,Software Engineer,60,14,5,High,No,Neutral,2,Weekly,Good
EMP2966,Software Engineer,27,4,1,High,No,Satisfied,1,Weekly,Good
EMP2967,Software Engineer,44,3,2,Medium,No,Unsatisfied,4,None,Good
EMP2968,Designer,48,3,3,Medium,Yes,Unsatisfied,5,Daily,Poor
EMP2969,Project Manager,58,14,2,Medium,No,Neutral,2,None,Poor
EMP2970,Data Scientist,27,4,1,High,No,Neutral,1,None,Poor
EMP2971,Project Manager,22,0,1,Medium,No,Unsatisfied,3,Daily,Average
EMP2972,Project Manager,50,13,1,Medium,Yes,Satisfied,3,Daily,Good
EMP2973,HR,39,2,4,High,Yes,Neutral,1,None,Poor
EMP2974,Project Manager,20,12,3,Medium,Yes,Neutral,4,Daily,Good
EMP2975,Software Engineer,36,1,1,Low,Yes,Unsatisfied,4,Weekly,Poor
EMP2976,Sales,60,15,1,High,Yes,Unsatisfied,2,None,Average
EMP2977,Marketing,55,11,4,High,No,Satisfied,2,Weekly,Average
EMP2978,Marketing,41,12,2,Medium,Yes,Unsatisfied,3,Daily,Average
EMP2979,Data Scientist,38,10,5,Medium,No,Satisfied,5,None,Average
EMP2980,Data Scientist,56,4,3,Low,Yes,Unsatisfied,4,Weekly,Poor
EMP2981,Software Engineer,54,8,1,Low,No,Unsatisfied,5,Weekly,Poor
EMP2982,Software Engineer,23,2,1,High,Yes,Neutral,1,Weekly,Average
EMP2983,Software Engineer,46,11,1,High,No,Satisfied,5,Weekly,Poor
EMP2984,Project Manager,46,15,1,High,Yes,Neutral,3,Weekly,Average
EMP2985,Designer,59,8,1,Medium,Yes,Satisfied,3,None,Good
EMP2986,HR,42,4,5,Medium,Yes,Satisfied,1,Daily,Poor
EMP2987,Data Scientist,55,0,5,High,Yes,Unsatisfied,4,Weekly,Good
EMP2988,Sales,37,13,5,High,No,Neutral,4,Daily,Good
EMP2989,HR,31,15,2,Medium,No,Satisfied,2,None,Average
EMP2990,Project Manager,38,1,1,Medium,No,Satisfied,3,Daily,Good
EMP2991,Marketing,46,3,3,Low,No,Satisfied,5,Daily,Good
EMP2992,Sales,46,7,2,Medium,No,Satisfied,1,Daily,Average
EMP2993,Software Engineer,43,13,3,High,Yes,Satisfied,3,None,Good
EMP2994,Sales,38,15,4,High,Yes,Satisfied,2,Daily,Good
EMP2995,Data Scientist,47,12,2,Low,No,Neutral,2,None,Poor
EMP2996,Marketing,27,4,5,High,No,Satisfied,2,None,Good
EMP2997,Data Scientist,49,1,1,Medium,No,Neutral,1,Daily,Good
EMP2998,Designer,33,11,4,High,Yes,Neutral,3,Daily,Good
EMP2999,Designer,42,12,4,High,No,Satisfied,1,Weekly,Good
EMP3000,Data Scientist,59,10,2,Medium,Yes,Satisfied,5,Daily,Poor
EMP3001,Designer,28,15,1,High,Yes,Neutral,3,Daily,Good
EMP3002,HR,49,8,2,Medium,No,Neutral,5,None,Poor
EMP3003,Designer,28,3,5,Low,No,Neutral,2,Daily,Average
EMP3004,HR,56,13,2,Low,Yes,Neutral,4,None,Poor
EMP3005,Data Scientist,35,10,2,Medium,No,Satisfied,2,Daily,Good
EMP3006,Designer,42,6,1,Low,No,Neutral,4,Daily,Good
EMP3007,HR,34,8,2,Medium,Yes,Neutral,5,Daily,Average
EMP3008,Sales,22,9,5,High,No,Satisfied,5,Daily,Average
EMP3009,HR,38,11,4,Medium,Yes,Satisfied,2,Daily,Average
EMP3010,Designer,47,10,1,Medium,Yes,Satisfied,3,None,Average
EMP3011,Data Scientist,42,9,5,High,Yes,Unsatisfied,5,Daily,Average
EMP3012,HR,39,15,4,Low,No,Unsatisfied,2,None,Good
EMP3013,HR,41,3,1,High,No,Neutral,2,None,Average
EMP3014,Sales,29,6,1,Low,No,Unsatisfied,1,Daily,Poor
EMP3015,Marketing,51,4,3,Medium,Yes,Satisfied,5,None,Good
EMP3016,Data Scientist,53,14,4,Medium,No,Unsatisfied,5,Daily,Poor
EMP3017,Marketing,27,12,1,Low,No,Neutral,2,None,Good
EMP3018,HR,46,4,2,Low,No,Neutral,5,None,Average
EMP3019,Designer,48,15,1,Medium,No,Neutral,2,None,Good
EMP3020,HR,36,6,2,Low,Yes,Satisfied,5,Weekly,Average
EMP3021,Data Scientist,21,10,3,Medium,No,Satisfied,1,None,Average
EMP3022,Sales,59,2,3,Medium,No,Unsatisfied,2,Daily,Poor
EMP3023,Project Manager,25,11,3,Medium,No,Unsatisfied,5,Daily,Poor
EMP3024,Designer,23,9,5,Medium,Yes,Unsatisfied,1,Weekly,Poor
EMP3025,Sales,59,5,3,Low,No,Unsatisfied,4,None,Average
EMP3026,Project Manager,49,15,1,Low,No,Unsatisfied,5,Daily,Poor
EMP3027,Project Manager,37,6,4,High,Yes,Neutral,3,Weekly,Poor
EMP3028,Designer,54,2,1,Low,Yes,Neutral,5,Daily,Average
EMP3029,Data Scientist,27,14,1,High,No,Satisfied,3,Daily,Poor
EMP3030,Data Scientist,51,7,5,High,Yes,Satisfied,1,Weekly,Poor
EMP3031,Marketing,46,4,4,Low,Yes,Unsatisfied,3,Daily,Good
EMP3032,Marketing,31,2,1,Medium,Yes,Satisfied,5,Weekly,Good
EMP3033,Data Scientist,22,4,5,Low,No,Neutral,2,None,Poor
EMP3034,Software Engineer,31,0,1,Medium,Yes,Satisfied,3,Daily,Average
EMP3035,Marketing,49,0,3,Low,Yes,Neutral,2,None,Poor
EMP3036,HR,52,4,3,Medium,No,Unsatisfied,5,None,Poor
EMP3037,Data Scientist,30,9,3,Low,No,Satisfied,5,Daily,Poor
EMP3038,Designer,54,1,3,Medium,Yes,Neutral,4,Weekly,Average
EMP3039,Designer,49,1,4,Medium,Yes,Unsatisfied,2,Daily,Average
EMP3040,Project Manager,47,12,2,Medium,No,Neutral,1,Daily,Average
EMP3041,Marketing,22,5,1,High,Yes,Unsatisfied,4,Daily,Poor
EMP3042,Software Engineer,39,2,4,Medium,Yes,Satisfied,4,Weekly,Poor
EMP3043,Data Scientist,35,8,1,Low,No,Neutral,5,None,Poor
EMP3044,Software Engineer,24,0,1,High,Yes,Neutral,2,Daily,Good
EMP3045,Marketing,53,14,1,High,No,Unsatisfied,5,Daily,Average
EMP3046,Software Engineer,48,3,5,Low,No,Satisfied,3,Daily,Average
EMP3047,Marketing,40,9,1,High,Yes,Unsatisfied,4,Daily,Good
EMP3048,Sales,58,14,1,High,Yes,Unsatisfied,3,Weekly,Poor
EMP3049,Marketing,36,6,1,Low,No,Neutral,2,Weekly,Poor
EMP3050,Marketing,28,15,1,Medium,Yes,Neutral,2,None,Poor
EMP3051,Sales,59,2,1,High,No,Unsatisfied,1,None,Average
EMP3052,Marketing,34,13,1,High,Yes,Neutral,5,None,Good
EMP3053,Software Engineer,30,1,2,Medium,Yes,Satisfied,2,Weekly,Good
EMP3054,Designer,43,11,1,Medium,Yes,Neutral,4,Daily,Average
EMP3055,Marketing,26,3,2,Medium,No,Neutral,5,Weekly,Poor
EMP3056,Data Scientist,21,5,5,Medium,Yes,Neutral,3,Weekly,Average
EMP3057,Data Scientist,52,4,3,Low,Yes,Unsatisfied,4,Weekly,Poor
EMP3058,Data Scientist,52,1,3,High,No,Unsatisfied,4,Weekly,Good
EMP3059,Designer,24,11,2,High,Yes,Unsatisfied,2,Weekly,Average
EMP3060,HR,38,6,4,Low,No,Unsatisfied,5,Weekly,Good
EMP3061,HR,50,14,1,Medium,Yes,Unsatisfied,2,None,Poor
EMP3062,Designer,36,7,2,Medium,No,Neutral,1,Daily,Poor
EMP3063,Data Scientist,56,5,2,High,No,Unsatisfied,2,None,Average
EMP3064,Sales,42,9,4,Low,No,Neutral,4,Weekly,Good
EMP3065,Sales,57,11,4,High,Yes,Neutral,3,Weekly,Poor
EMP3066,Project Manager,26,6,4,High,Yes,Unsatisfied,1,Daily,Poor
EMP3067,Marketing,46,1,4,Medium,No,Satisfied,3,Daily,Good
EMP3068,Software Engineer,26,13,5,Medium,No,Neutral,3,Daily,Poor
EMP3069,Project Manager,32,7,1,High,Yes,Unsatisfied,2,None,Good
EMP3070,Project Manager,33,15,4,Low,No,Unsatisfied,1,Weekly,Good
EMP3071,Data Scientist,46,6,1,Medium,No,Satisfied,4,None,Good
EMP3072,Sales,31,3,5,High,Yes,Satisfied,2,Weekly,Poor
EMP3073,Sales,38,2,2,Medium,Yes,Neutral,3,None,Good
EMP3074,Software Engineer,45,6,4,Medium,Yes,Unsatisfied,1,None,Poor
EMP3075,HR,30,4,2,High,Yes,Unsatisfied,4,Weekly,Poor
EMP3076,Software Engineer,35,10,4,Medium,Yes,Unsatisfied,2,None,Good
EMP3077,HR,28,7,5,Low,Yes,Satisfied,4,Weekly,Average
EMP3078,HR,45,1,4,High,No,Satisfied,2,Daily,Average
EMP3079,Designer,36,10,1,Medium,Yes,Neutral,3,Daily,Average
EMP3080,Data Scientist,34,12,4,Low,Yes,Neutral,3,Daily,Good
EMP3081,Software Engineer,20,11,4,High,No,Neutral,5,Weekly,Good
EMP3082,Data Scientist,37,3,4,Low,No,Neutral,5,Weekly,Good
EMP3083,Designer,36,13,4,High,Yes,Neutral,3,Daily,Poor
EMP3084,HR,32,4,4,Medium,Yes,Neutral,4,Weekly,Poor
EMP3085,Designer,35,11,3,Low,No,Unsatisfied,2,Daily,Average
EMP3086,Data Scientist,49,0,2,High,No,Unsatisfied,2,None,Poor
EMP3087,Sales,50,1,5,Low,No,Neutral,4,Daily,Good
EMP3088,Sales,57,15,5,High,No,Neutral,1,Daily,Average
EMP3089,HR,59,12,5,Medium,Yes,Unsatisfied,3,None,Poor
EMP3090,Designer,44,7,1,Medium,No,Satisfied,2,None,Poor
EMP3091,HR,55,12,3,Medium,Yes,Unsatisfied,2,None,Poor
EMP3092,Data Scientist,45,15,4,Low,Yes,Neutral,4,None,Average
EMP3093,Software Engineer,53,8,2,Medium,No,Neutral,2,None,Good
EMP3094,Sales,24,7,4,High,Yes,Satisfied,2,Weekly,Average
EMP3095,Designer,36,5,1,High,No,Satisfied,3,Daily,Good
EMP3096,Sales,37,6,1,Medium,Yes,Satisfied,1,None,Average
EMP3097,Project Manager,55,4,3,Medium,Yes,Neutral,2,Weekly,Average
EMP3098,Software Engineer,29,6,3,High,No,Satisfied,1,None,Good
EMP3099,Project Manager,42,11,5,High,No,Neutral,2,None,Poor
EMP3100,Marketing,35,5,3,Low,Yes,Neutral,1,None,Average
EMP3101,Project Manager,26,7,3,High,No,Neutral,2,None,Average
EMP3102,Software Engineer,36,14,3,Medium,No,Satisfied,1,None,Good
EMP3103,Data Scientist,35,13,5,High,No,Neutral,3,Weekly,Good
EMP3104,Designer,28,8,4,Low,Yes,Satisfied,2,Weekly,Poor
EMP3105,Data Scientist,47,10,3,High,Yes,Neutral,1,Weekly,Good
EMP3106,Marketing,52,4,2,Medium,No,Unsatisfied,2,Daily,Good
EMP3107,Software Engineer,55,5,4,Medium,Yes,Unsatisfied,4,Daily,Poor
EMP3108,Marketing,26,10,2,Medium,No,Neutral,5,Weekly,Average
EMP3109,Sales,32,6,3,Low,No,Neutral,3,Weekly,Good
EMP3110,Sales,26,3,1,Low,Yes,Unsatisfied,2,None,Average
EMP3111,Software Engineer,36,10,2,Low,No,Unsatisfied,1,Weekly,Average
EMP3112,HR,37,10,1,Medium,Yes,Neutral,3,Weekly,Poor
EMP3113,Designer,55,9,3,Medium,Yes,Satisfied,4,Weekly,Good
EMP3114,Sales,46,3,2,Low,No,Unsatisfied,5,Daily,Good
EMP3115,Project Manager,21,0,4,Low,No,Unsatisfied,3,None,Average
EMP3116,Data Scientist,47,11,1,Medium,Yes,Unsatisfied,1,Weekly,Poor
EMP3117,Data Scientist,33,5,1,Low,Yes,Unsatisfied,5,Weekly,Average
EMP3118,HR,48,7,1,Medium,Yes,Unsatisfied,3,Daily,Good
EMP3119,Project Manager,47,0,1,Low,Yes,Neutral,3,Daily,Average
EMP3120,Sales,37,11,1,Low,Yes,Neutral,2,Weekly,Poor
EMP3121,Sales,28,0,2,Medium,No,Satisfied,1,Weekly,Poor
EMP3122,HR,31,3,2,Medium,No,Unsatisfied,1,Weekly,Poor
EMP3123,HR,56,9,1,High,No,Satisfied,1,Daily,Average
EMP3124,Sales,50,15,2,High,No,Unsatisfied,2,Daily,Good
EMP3125,HR,59,7,4,Low,Yes,Neutral,2,Daily,Average
EMP3126,Data Scientist,53,0,3,High,No,Unsatisfied,5,Weekly,Good
EMP3127,Data Scientist,48,15,1,High,No,Neutral,2,Daily,Average
EMP3128,Designer,45,10,1,Low,No,Satisfied,3,Daily,Poor
EMP3129,Sales,46,11,4,Low,No,Neutral,5,None,Poor
EMP3130,Sales,28,0,4,Low,Yes,Satisfied,1,None,Poor
EMP3131,Sales,50,3,1,Low,No,Neutral,1,None,Good
EMP3132,Project Manager,21,7,4,Medium,Yes,Neutral,2,Daily,Good
EMP3133,Software Engineer,40,8,1,Medium,Yes,Unsatisfied,5,None,Good
EMP3134,Data Scientist,32,11,4,High,No,Unsatisfied,3,Weekly,Good
EMP3135,Designer,54,4,4,High,Yes,Neutral,2,Weekly,Average
EMP3136,Data Scientist,30,13,2,Low,Yes,Unsatisfied,4,Daily,Average
EMP3137,Project Manager,48,4,3,High,Yes,Neutral,1,Weekly,Poor
EMP3138,Sales,33,14,2,Low,Yes,Unsatisfied,3,None,Good
EMP3139,Project Manager,23,8,4,High,No,Unsatisfied,4,None,Poor
EMP3140,HR,38,2,2,High,No,Satisfied,1,Daily,Average
EMP3141,Designer,23,6,2,Medium,Yes,Unsatisfied,1,Daily,Good
EMP3142,Designer,49,4,5,High,Yes,Unsatisfied,3,None,Poor
EMP3143,Software Engineer,42,5,1,High,No,Satisfied,1,None,Good
EMP3144,Software Engineer,26,1,3,High,No,Satisfied,5,None,Average
EMP3145,Software Engineer,60,6,1,Low,Yes,Satisfied,3,None,Good
EMP3146,Data Scientist,28,5,1,Low,Yes,Neutral,5,Daily,Average
EMP3147,Marketing,24,5,3,Medium,Yes,Neutral,3,None,Average
EMP3148,Sales,21,10,2,High,Yes,Satisfied,3,Daily,Good
EMP3149,Software Engineer,60,14,5,Medium,Yes,Satisfied,4,Daily,Good
EMP3150,Designer,50,5,4,Low,No,Unsatisfied,2,None,Good
EMP3151,Data Scientist,26,7,2,Low,Yes,Unsatisfied,4,None,Average
EMP3152,Project Manager,44,13,2,High,No,Satisfied,1,Weekly,Good
EMP3153,Sales,40,0,1,Low,No,Satisfied,2,None,Poor
EMP3154,HR,23,8,1,Medium,Yes,Unsatisfied,4,Daily,Good
EMP3155,Designer,55,7,4,High,No,Satisfied,1,Daily,Poor
EMP3156,Data Scientist,41,2,5,Low,No,Unsatisfied,2,Weekly,Good
EMP3157,HR,56,4,2,Low,No,Unsatisfied,1,Weekly,Poor
EMP3158,Project Manager,39,12,1,Low,No,Unsatisfied,5,None,Poor
EMP3159,Designer,42,8,3,Medium,No,Satisfied,3,Daily,Average
EMP3160,Software Engineer,51,4,3,Low,No,Satisfied,4,Weekly,Average
EMP3161,Project Manager,52,12,1,Low,Yes,Neutral,2,Daily,Average
EMP3162,Designer,49,2,2,Low,Yes,Satisfied,4,None,Good
EMP3163,Sales,53,3,3,High,No,Satisfied,5,None,Good
EMP3164,HR,50,15,1,Medium,No,Satisfied,4,None,Average
EMP3165,Marketing,57,11,2,High,Yes,Neutral,1,None,Poor
EMP3166,HR,55,10,4,High,No,Satisfied,2,None,Poor
EMP3167,Sales,53,12,5,High,No,Neutral,4,None,Poor
EMP3168,Designer,24,12,3,Medium,Yes,Unsatisfied,3,Weekly,Poor
EMP3169,Sales,20,2,3,High,Yes,Neutral,2,Daily,Poor
EMP3170,Designer,58,13,4,Low,No,Satisfied,3,Daily,Poor
EMP3171,Designer,41,3,2,High,No,Neutral,1,None,Average
EMP3172,Data Scientist,54,4,5,Low,No,Neutral,5,Weekly,Poor
EMP3173,Data Scientist,41,2,1,Low,No,Satisfied,5,Daily,Good
EMP3174,Data Scientist,27,1,2,Medium,No,Satisfied,3,None,Poor
EMP3175,HR,57,4,4,High,No,Unsatisfied,1,Daily,Good
EMP3176,Designer,49,1,2,Low,Yes,Neutral,1,None,Good
EMP3177,Data Scientist,60,14,5,High,No,Unsatisfied,5,Daily,Average
EMP3178,Software Engineer,25,13,3,High,No,Satisfied,4,Weekly,Average
EMP3179,Data Scientist,44,6,1,High,Yes,Neutral,5,Daily,Average
EMP3180,Sales,54,5,5,Medium,No,Unsatisfied,5,Daily,Good
EMP3181,Data Scientist,46,9,3,Medium,Yes,Unsatisfied,4,Daily,Poor
EMP3182,Marketing,58,0,2,High,Yes,Satisfied,5,Daily,Average
EMP3183,Sales,43,6,3,Low,No,Unsatisfied,5,Daily,Good
EMP3184,HR,45,12,5,Low,No,Neutral,5,None,Poor
EMP3185,Software Engineer,52,4,3,Medium,Yes,Neutral,1,Weekly,Poor
EMP3186,Marketing,29,14,1,High,No,Satisfied,3,None,Poor
EMP3187,Project Manager,22,15,2,Medium,Yes,Unsatisfied,3,Weekly,Average
EMP3188,Marketing,54,7,5,High,No,Satisfied,5,Daily,Good
EMP3189,Project Manager,50,10,1,High,No,Satisfied,3,Daily,Average
EMP3190,Software Engineer,47,9,2,High,No,Neutral,4,None,Good
EMP3191,HR,25,5,3,High,No,Unsatisfied,2,Daily,Average
EMP3192,HR,31,6,1,High,Yes,Neutral,5,None,Average
EMP3193,Project Manager,23,1,1,Medium,No,Satisfied,5,Weekly,Average
EMP3194,Data Scientist,35,8,2,High,Yes,Satisfied,5,None,Poor
EMP3195,HR,51,11,1,High,No,Unsatisfied,4,None,Average
EMP3196,Marketing,29,9,3,High,No,Satisfied,2,None,Good
EMP3197,Sales,37,10,4,Medium,Yes,Neutral,2,Daily,Good
EMP3198,Marketing,27,14,4,Medium,Yes,Unsatisfied,4,Daily,Good
EMP3199,Marketing,31,12,3,Medium,Yes,Unsatisfied,3,Daily,Poor
EMP3200,Sales,30,10,4,High,Yes,Unsatisfied,2,None,Poor
EMP3201,Sales,27,10,3,High,Yes,Unsatisfied,1,Weekly,Good
EMP3202,Project Manager,30,2,4,Low,No,Neutral,3,Weekly,Average
EMP3203,Project Manager,32,15,5,Low,No,Neutral,3,Daily,Poor
EMP3204,Data Scientist,40,12,3,Medium,No,Unsatisfied,3,None,Average
EMP3205,Software Engineer,43,4,5,Medium,No,Unsatisfied,5,Daily,Poor
EMP3206,Software Engineer,23,9,2,Low,Yes,Unsatisfied,2,None,Poor
EMP3207,Marketing,22,8,4,Medium,Yes,Satisfied,3,Daily,Good
EMP3208,Project Manager,32,15,3,Medium,Yes,Satisfied,3,Daily,Poor
EMP3209,Designer,29,2,1,High,No,Unsatisfied,3,Weekly,Average
EMP3210,HR,56,4,1,High,Yes,Unsatisfied,1,Daily,Good
EMP3211,Project Manager,46,14,3,High,Yes,Satisfied,3,Weekly,Poor
EMP3212,Sales,58,2,5,Medium,Yes,Satisfied,5,None,Poor
EMP3213,HR,52,3,1,Low,Yes,Satisfied,4,Daily,Poor
EMP3214,Data Scientist,55,6,5,High,No,Unsatisfied,1,None,Poor
EMP3215,Software Engineer,57,3,2,High,Yes,Satisfied,2,Weekly,Poor
EMP3216,Data Scientist,33,10,1,Low,No,Satisfied,3,None,Poor
EMP3217,Designer,52,3,1,Low,No,Satisfied,5,Daily,Poor
EMP3218,HR,33,10,2,Medium,Yes,Neutral,5,None,Poor
EMP3219,Project Manager,31,7,5,High,Yes,Neutral,3,Weekly,Poor
EMP3220,Designer,60,8,1,Low,No,Neutral,3,Weekly,Poor
EMP3221,Data Scientist,46,3,4,Medium,No,Satisfied,5,Daily,Good
EMP3222,HR,51,3,3,Medium,Yes,Unsatisfied,4,Daily,Good
EMP3223,Designer,33,5,4,High,Yes,Satisfied,4,None,Good
EMP3224,Project Manager,23,10,2,High,No,Neutral,4,Daily,Poor
EMP3225,Data Scientist,31,6,3,Low,Yes,Satisfied,3,None,Average
EMP3226,Software Engineer,39,4,3,Medium,Yes,Unsatisfied,1,None,Average
EMP3227,Designer,30,13,2,High,No,Neutral,4,Daily,Poor
EMP3228,Marketing,54,8,4,Medium,Yes,Satisfied,5,Weekly,Good
EMP3229,HR,24,9,2,Low,Yes,Neutral,3,None,Good
EMP3230,Designer,30,11,3,High,Yes,Satisfied,4,Daily,Poor
EMP3231,Designer,28,8,2,Medium,Yes,Neutral,1,None,Good
EMP3232,Marketing,58,8,4,High,No,Satisfied,4,Daily,Average
EMP3233,Software Engineer,20,5,2,Medium,Yes,Satisfied,1,Daily,Poor
EMP3234,Project Manager,21,12,5,High,Yes,Neutral,1,Daily,Good
EMP3235,Marketing,39,14,5,Medium,No,Satisfied,5,Daily,Poor
EMP3236,Data Scientist,22,2,2,Low,Yes,Satisfied,4,None,Poor
EMP3237,Data Scientist,40,15,1,Low,No,Satisfied,1,None,Poor
EMP3238,Project Manager,58,13,4,Medium,Yes,Satisfied,2,None,Good
EMP3239,Designer,36,10,2,High,No,Unsatisfied,1,Weekly,Good
EMP3240,Sales,43,14,1,High,Yes,Satisfied,4,Daily,Average
EMP3241,Designer,43,15,5,High,Yes,Neutral,4,Daily,Poor
EMP3242,Data Scientist,40,0,4,Low,Yes,Satisfied,2,None,Poor
EMP3243,Project Manager,40,2,5,High,Yes,Satisfied,1,Weekly,Poor
EMP3244,Project Manager,35,2,2,Medium,No,Unsatisfied,2,Daily,Good
EMP3245,Designer,22,12,1,Medium,Yes,Neutral,2,Weekly,Good
EMP3246,Sales,41,12,3,Low,Yes,Unsatisfied,2,Daily,Poor
EMP3247,Designer,26,11,1,High,No,Satisfied,3,Weekly,Average
EMP3248,Marketing,34,13,5,High,Yes,Satisfied,1,Weekly,Poor
EMP3249,Data Scientist,31,4,2,High,Yes,Satisfied,4,Weekly,Average
EMP3250,Data Scientist,52,7,1,High,No,Neutral,5,Weekly,Good
EMP3251,Sales,60,15,4,Low,Yes,Neutral,5,None,Average
